,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
FP671120.4,117.4301268,0.051533453,1.644524178,-0.181373761,0.856074213,0.993569289
HBD,317.762191,0.529893351,3.48287723,0.761771225,0.446196557,0.714460567
AC087482.1,331.9295812,-0.439506442,3.495618747,0.316171525,0.75187232,0.933502223
PTGER1,367.1067087,7.148582646,2.072713294,7.076173735,1.48189E-12,2.49927E-11
AC005674.2,17.19650696,0.048418837,1.908039244,0.781568014,0.434468491,0.70620346
CASP8,265.3702406,0.477933411,1.459617344,-0.336604091,0.736415372,0.922383679
GRIN2B,37.1938901,0.001124035,1.607005922,0.750459974,0.452977722,0.719771878
CD200R1,16.72034291,0.198293902,1.996040992,1.102773059,0.27012573,0.54608192
GRHPR,1680.234585,3.016191711,2.67178562,4.985827648,6.16971E-07,6.39992E-06
LINC01781,302.9233665,-2.051289862,3.885901233,-1.384892571,0.166085319,0.410406012
SERPING1,748.0085537,3.115607562,2.346436946,2.689161223,0.007163181,0.03474269
MCOLN2,53.52892821,0.161235258,0.812276902,2.848911776,0.004386904,0.022558884
FAM83E,13.47512203,0.077497023,1.845881744,0.437994966,0.661389933,0.872498475
APCDD1,37.18852676,0.210069601,1.800310307,1.105777292,0.268822926,0.544818229
PTP4A3,133.9277982,0.198039679,10.00815361,0.052492353,0.958136388,1
AC008735.2,21.37970844,-0.17156947,1.520658647,0.401940262,0.687727991,0.889996148
PRAM1,54.27449272,-0.04872831,1.949238973,1.342575396,0.179409502,0.429683084
CHL1-AS2,64.30523454,0.478528019,1.520316118,2.089470613,0.036665381,0.136147393
AC027018.1,86.53716938,0.182149205,1.389278617,1.222680748,0.221450301,0.48652495
SLC35F1,248.7651218,0.435844474,1.422181701,2.187578908,0.02870029,0.112139204
SLC66A1,56.14215572,0.363732015,1.449092266,1.420866714,0.155355511,0.392744921
DMD,376.9764158,-1.262497405,3.660790707,-1.906236869,0.056619481,0.193416477
G0S2,1304.090625,4.41244479,4.578365837,5.434376031,5.49885E-08,6.55716E-07
TSHZ3,89.46716531,-0.633703315,1.632993583,-0.104976442,0.916394502,1
MET,542.6809718,0.772078975,1.394171001,-0.325583245,0.74473969,0.928830484
IL17RC,130.6701491,0.597431652,1.049008642,2.431870146,0.015021091,0.065539787
RGL1,350.1448312,-0.792657369,2.454383215,-0.964281555,0.334904786,0.616334695
TMEM102,46.36557292,3.874287306,2.534184487,5.097500675,3.44167E-07,3.68265E-06
VPS37D,58.97384429,1.162134803,82.24921313,2.246046823,0.024701009,0.099561726
AC104667.2,62.3154079,3.096260535,2.937290068,1.675006429,0.09393297,0.281332308
LBP,13.04121909,-0.100657314,4.493992392,0.238002096,0.811879469,0.970172332
AC004870.4,123.8812215,0.107166589,1.356795322,-0.563892559,0.572827255,0.811105904
DHCR7,98.93978667,3.26891551,2.548807615,3.55996818,0.0003709,0.002454094
SNX32,48.90885793,0.03868734,1.058867915,3.674108479,0.000238681,0.001648217
EYA2,190.0985481,-1.79201645,34.07529659,-1.962355284,0.049721135,0.173412794
PRKCQ-AS1,126.8688005,0.677499666,2.090463226,-0.750934067,0.452692337,0.71969726
AL583785.1,29.04081056,-0.094588049,2.430657183,0.597439259,0.550214149,0.796502541
NR2F1,301.0454716,0.446986809,1.586093506,1.272040286,0.203358806,0.463016851
DEUP1,24.20726594,-0.119162056,2.133370602,0.304017044,0.761114906,0.939321538
SLC16A9,1370.33956,-0.356782567,6.677592517,-0.561234963,0.574637371,0.811821918
AC021723.2,20.5146202,-0.351600854,4.294705585,0.04355405,0.96525988,1
ITGA2B,22.68480838,0.265500726,1.399670173,1.633700854,0.102321679,0.298076015
ADAMTS8,16.95522163,-0.018001571,1.95375223,0.666858119,0.504862765,0.761477657
AL022068.1,182.0281221,-0.088920685,29.61882401,-0.073209444,0.941639452,1
AC092287.1,34.63098013,0.029157137,8.293751733,-0.112783402,0.910202277,1
ZNF883,41.12753845,0.333102598,1.626332103,1.605605417,0.108360635,0.310747634
ABLIM1,1691.590081,-1.094690024,3.669300251,-1.020041934,0.307708574,0.588047664
AL121852.1,12.92109985,-0.064950564,2.636468356,-0.159445852,0.873317616,1
AC021088.1,42.26880988,0.351256841,1.567113158,1.730149115,0.083603637,0.258499567
PIM2,79.87506009,0.882384375,2.434890826,3.272872379,0.001064605,0.006516655
AC092115.3,26.86142495,-0.037524915,1.937409631,0.504709728,0.613762727,0.839139602
TBC1D2B,154.799351,-0.413227341,1.027690142,-0.281316079,0.778467978,0.948456755
TC2N,354.9574848,1.851458536,1.6230907,2.191642251,0.028405349,0.111166896
CRABP2,103.2675109,0.40987283,4.918794549,-0.399189843,0.689753327,0.891247032
PHTF1,266.3483928,0.146516383,0.913301454,0.434568995,0.663875304,0.874082852
ZEB1-AS1,69.02084149,0.530566683,1.193002686,1.729028559,0.083803984,0.258954847
XCL2,101.3821716,10.64310646,7.481543489,0.188076392,0.850816767,0.990565937
CCNJL,71.63588664,0.104901675,1.251113832,-0.334798497,0.737777095,0.923250179
MUC13,73.17235273,0.073756566,2.615335852,0.955130649,0.339511632,0.621257343
FLRT2,91.63640139,-0.829593259,2.219386174,-0.729144347,0.46591337,0.730488051
CCDC74B,19.23535686,0.419205115,1.900999523,0.280406148,0.779165921,0.949139408
BNC2,825.6943648,-1.961413346,0.648384742,-6.393491571,1.6214E-10,2.3844E-09
AL035420.1,12.85456737,-0.057693992,1.675788072,0.817494173,0.413646078,0.689433951
AC079352.1,491.377798,-2.595971322,2.213952537,-1.567595931,0.116975462,0.327565249
XYLB,227.8129112,-0.896536401,7.055166767,-1.305206125,0.191822669,0.447922651
COX8A,6333.244676,8.695939287,3.045946767,9.693182569,3.22325E-22,8.90965E-21
IL32,3221.647958,5.517536678,4.58466356,7.611066692,2.71843E-14,5.11202E-13
LINC02731,15.28664623,0.259738478,1.92709193,0.550927018,0.581683705,0.817407532
SEMA3F,122.5190653,2.192172572,3.338878429,3.03084221,0.002438727,0.013474453
AC007376.2,24.42082812,-0.066311607,1.381584195,1.171983434,0.241203707,0.511180177
PGLYRP2,16.61575857,-0.020836911,1.528458115,1.781627654,0.074809972,0.237727767
AC005208.1,334.8870825,-0.970945379,3.024412149,-0.966806292,0.333640879,0.615064696
KCNJ5,19.8113976,0.42107863,1.470785178,1.614362095,0.106448908,0.307366842
SFXN2,265.7215125,-0.652167923,3.368321302,0.35107915,0.725528969,0.915441894
HDAC2-AS2,42.68616332,-0.059998099,2.321570103,-0.053390492,0.957420781,1
AC022916.1,20.38814159,0.300103946,1.119844938,0.112051416,0.910782639,1
ADM,502.9569212,0.152355769,1.691282422,3.890433923,0.000100065,0.000735208
EMX2,1031.287577,1.72859446,1.007059961,16.25598763,2.02577E-59,1.8612E-57
AL139275.2,25.11401024,0.176878093,2.175411792,0.663952021,0.50672102,0.762870868
Z84485.1,26.29401125,-0.005285812,1.677482974,0.423950237,0.671602106,0.879825612
ACAA1,2250.909996,1.813190292,5.517221022,6.486650672,8.77655E-11,1.32293E-09
FOXO3B,14.49310224,-0.077904579,1.274483285,1.407918005,0.159155351,0.399524244
PRR35,87.35009946,2.167699773,2.519893786,1.968999648,0.048953131,0.171508617
GIMAP6,105.1075808,4.648541558,3.654723292,3.15523879,0.001603668,0.009376112
CCDC134,77.61965695,0.024877336,0.868716404,0.980332369,0.326922082,0.608257921
AC015712.2,24.26117403,0.040562882,2.179160274,-0.240694649,0.809791787,0.968997937
MILR1,27.93451516,0.030988117,4.350561968,-0.028497101,0.97726568,1
ATP2B4,475.3557051,0.106403916,0.86227806,0.573396601,0.566376191,0.806945963
CRAT,229.9786953,0.401180252,1.712447163,2.236445026,0.025322635,0.101574826
TRIO,1207.20745,-1.445514857,2.462096357,-1.046333863,0.295406916,0.575749747
TSPAN8,416.4198618,1.98184385,2.71767163,2.673066317,0.007516139,0.036231733
ADGRF1,471.2561472,1.211594551,5.88659949,0.262327169,0.793069218,0.95825886
SPINK8,13.42764637,-0.003639405,3.050285923,-0.337907263,0.735433074,0.921631965
TMEM191C,27.03700922,0.289154918,4.20440807,0.271333463,0.786134572,0.953462436
LINC00457,17.01280634,-0.100574008,45.17194856,-0.164281557,0.8695095,0.999388082
SH3GL2,211.6823023,0.218691792,1.236169671,1.625702671,0.104012922,0.301778242
AC074033.1,23.30913972,-0.081883076,1.844772655,0.266391937,0.789937374,0.956624432
FAM167A,39.22185238,0.331644598,1.436879828,-2.039222759,0.0414278,0.150020267
ENPP6,171.2286637,-0.34632041,3.731580667,0.382741742,0.701911261,0.898651352
FAM160B2,91.05794443,0.6872179,0.525600949,1.829916801,0.067262381,0.219142245
TSPAN4,362.3050854,1.775332151,1.808348592,5.062544934,4.13697E-07,4.38564E-06
AC104126.1,52.99364981,-0.079802702,1.945527968,0.283673336,0.77666073,0.947601602
BRCA2,35.71189351,0.501775153,0.734938303,5.678752544,1.35681E-08,1.73136E-07
AHNAK2,15.05547725,0.107233061,2.257324675,0.44497021,0.656341282,0.868668452
PGM2L1,116.0975021,0.204555207,1.247087364,1.5908242,0.111649145,0.317254581
TRIL,23.67912435,0.436282692,1.524837841,0.745988113,0.455674596,0.720948966
DNER,143.1844552,-0.569956789,1.558978508,0.071848158,0.942722747,1
CADM1,759.722945,0.317395898,0.862098287,-1.038936023,0.298834491,0.579539545
XAF1,202.3026004,0.023755548,42.84578865,-0.012979822,0.989643891,1
AQP9,53.41344233,0.079402615,1.82155281,1.574349594,0.11540665,0.324373281
ENTPD2,27.73229204,-0.109492635,1.36467044,1.234801906,0.216904238,0.479983676
ITGB5-AS1,24.32094252,-0.718712814,1.691594524,1.217872905,0.223272274,0.488857836
AC010136.1,31.15911697,0.069117284,1.66847867,1.146815361,0.251457939,0.523368876
TGFBR2,1364.887759,0.555415754,0.788406258,2.412554687,0.015841161,0.068467598
COL25A1,165.0774749,-0.626549208,1.977043557,17.43006796,4.8788E-68,5.17206E-66
MLF1,349.8915441,1.421863168,2.748232161,3.024414481,0.002491149,0.013724696
LINC01703,14.59132736,0.178829192,1.314493807,1.56240292,0.1181931,0.329820948
ST6GAL2,13.96040778,-0.268245338,11.60033177,-0.140405566,0.88833956,1
BARX2,104.8925485,-0.880644013,5.354341375,-0.074216828,0.940837856,1
KLHL29,319.44193,-0.333558804,1.693009948,-1.863546533,0.062385412,0.20744036
DCLK2,211.39219,-0.070739233,55.84116483,-0.033973008,0.972898675,1
ATP6V0E2-AS1,23.63556859,0.244232371,1.499691413,1.325749699,0.184922619,0.438228427
PHACTR3,50.0045382,-0.182188453,1.95634543,0.608823493,0.54264144,0.791003622
DIP2C,1084.088779,-1.96587706,1.235875614,-2.291159343,0.021954199,0.090548167
PDE2A,108.6161788,0.873266357,2.349791521,2.339254476,0.019322267,0.081362685
AC073172.1,46.89299817,0.154255746,1.782556859,0.429528339,0.667538775,0.876701632
ZNF575,21.61347953,0.143386516,1.28251045,1.293048613,0.195994246,0.452887982
KCNE4,67.03225242,0.348438596,1.458996714,1.612195773,0.106919345,0.308079725
GSTA1,9191.982527,6.790934442,67.69083952,3.50943559,0.000449059,0.00293302
AC019077.1,18.43042673,2.07497717,2.140094332,4.1063971,4.01878E-05,0.000321203
FAM106A,100.6630084,-1.541052257,3.089450891,-1.290981177,0.196710205,0.453444049
EVA1C,456.5311944,-0.052155349,0.687605971,-0.347016288,0.728579082,0.916778439
CEL,79.15212879,-0.071457297,1.650023103,1.294327512,0.195552317,0.452613533
AC109454.2,18.2642657,0.077186607,1.083615688,1.528408007,0.126411268,0.344975814
AC016590.1,37.29244934,-0.195594121,7.150208856,-0.271483699,0.786019035,0.953442177
CNTNAP5,122.9003128,-0.060759467,28.97246329,0.156715797,0.875468837,1
SUSD4,239.8285649,0.628378625,3.115168693,-0.587422448,0.556920021,0.799971328
ZNF512B,76.39086544,-0.035564284,31.02218034,-0.007990797,0.993624335,1
CYP2B6,70.98054704,-0.232477773,3.015276822,0.857636416,0.39109326,0.669187067
LTC4S,202.2590153,3.403613038,1.720471612,5.571537748,2.52501E-08,3.10302E-07
SYNJ2,219.8315165,-0.015848486,34.90215066,-0.05226116,0.958320601,1
ABCB4,18.04846135,-0.138942686,2.260744555,0.681723568,0.495413762,0.752757373
SOX13,179.9114207,-0.854704082,1.204930767,-0.90949174,0.363090616,0.646359222
SIGLEC7,14.32499343,0.593080431,2.650723507,1.348952405,0.177352254,0.427301997
RASGEF1A,18.95496692,0.115166594,1.603887178,0.893927983,0.371360425,0.653028439
CNST,363.6884902,-0.024711847,0.846210127,-0.366337515,0.714113239,0.90811552
ZNF503-AS2,90.04437021,0.38291508,1.293398357,3.09584354,0.001962539,0.011216003
MTHFD1L,387.0047333,-0.812684578,1.711350227,-0.888007329,0.374536809,0.656102523
SMAD9,141.8862939,0.163318741,1.387792245,0.914608625,0.360397129,0.644805976
DDIT4,1118.330516,3.81592979,6.412428653,11.5052291,1.24159E-30,4.82969E-29
ZNF385B,342.4284165,-1.202041673,7.108233059,-1.265211411,0.205795553,0.466692454
FGF14,292.7855068,-2.017421565,2.439338669,-1.607914121,0.107853989,0.309847358
CENPBD1,38.47691852,0.440844193,1.014008564,5.129938975,2.89836E-07,3.13458E-06
TNFRSF8,17.81700997,-0.035318438,2.184261456,0.892460268,0.37214628,0.653814453
CNTD1,34.83362622,0.733825147,1.524734508,2.753755493,0.005891576,0.029281833
ITGB8,1054.225314,-0.167740961,0.878486571,-1.856737856,0.063348459,0.209575646
PGAP1,230.9528039,0.415502057,0.492899266,1.99026206,0.046562075,0.165202037
FUT1,16.25199192,0.362600725,1.721757647,1.458540111,0.144691728,0.376136108
CCDC51,136.651564,3.44712979,2.334702804,3.864007114,0.000111542,0.000812723
HBEGF,241.7378046,1.328271997,5.123687084,-0.614783177,0.538697921,0.787874294
LGALS2,2361.474202,4.45594642,25.4033691,2.650326432,0.008041403,0.038441734
AQP4-AS1,122.1946788,-0.209053226,23.058491,-0.06919712,0.944832716,1
GNG11,1081.003554,6.571428529,2.329302095,7.728517718,1.08806E-14,2.10351E-13
SHISA6,92.98537724,-1.363305631,2.484798309,-1.464138273,0.143156172,0.373815833
C1QTNF3,78.49062136,-0.106181984,1.164419007,0.027811891,0.977812182,1
C1orf53,88.59704867,6.89762378,3.156151239,0.319854954,0.749078287,0.932313022
AC112206.2,28.82769446,-0.154820964,1.812186145,0.162540962,0.870879874,1
DPF3,91.20795701,-0.287577262,1.705720519,-1.589208642,0.112013296,0.318101933
OXER1,29.52836936,-0.023693524,1.690502499,1.383872414,0.166397525,0.410861767
AMPH,38.2428426,0.079010003,1.328620614,0.394957919,0.692873944,0.893364734
IGSF22,37.02463328,0.434384418,1.70420049,2.948265277,0.003195627,0.017155378
ATP6V1C2,318.015658,-0.198788455,1.285475434,0.155263015,0.876613972,1
AURKA,32.29284733,-0.201264277,0.294110064,0,1,1
CTSL,1272.576257,4.57354907,1.750090733,7.256462929,3.97344E-13,6.99484E-12
SNRK,519.4976665,1.46307389,0.862291675,-0.332721984,0.739344153,0.924491646
KIAA1549,237.9939342,-0.916735025,2.623358317,0.878636707,0.379598286,0.660173908
OLFML1,16.2169908,0.105907387,2.066486639,0.690105054,0.490128125,0.748725489
GPC1,98.16030194,1.733866974,2.814302134,2.366739776,0.017945546,0.076231034
NR0B2,184.938984,0.567710776,2.155809094,2.312344826,0.020758688,0.086430326
AFP,372.2583394,0.497115938,4.176699424,0.96951396,0.332288819,0.61339668
TBXA2R,40.9969997,-0.150160639,1.927736577,1.672562139,0.094413525,0.282420862
HIC1,27.52793992,0.390809466,1.275986075,2.689561706,0.007154592,0.034718485
PDE6B,44.28531856,0.056033231,6.458425145,0.175872367,0.860394215,0.995708133
AC093297.2,34.86970664,0.080198469,1.594268083,1.262882871,0.206631276,0.467558722
BTNL9,223.6777163,0.114197341,2.191806332,0.940589469,0.34691528,0.629906213
STOX2,768.5793841,-1.037487086,3.280814877,-3.348890126,0.00081136,0.005092509
AOAH,553.9369386,-0.344483129,0.943463734,4.509049836,6.51186E-06,5.98285E-05
LINC00607,16.18018199,-0.06984275,2.074501675,0.927173299,0.353836564,0.636933726
SREBF2-AS1,30.29542041,0.280507769,2.416821685,1.148556694,0.250738823,0.522967073
EPHA4,299.2411958,0.163131984,0.884247852,-0.002828758,0.997742981,1
ANKRD36B,131.3739832,-0.092142386,31.0286045,0.024948427,0.9800961,1
RETN,21.97892492,0.805272568,6.831117689,0.169345294,0.865525051,0.99804354
ATP6V1G2,32.53136376,0.262676651,1.149961886,2.046600138,0.040697361,0.147986221
AIM2,20.55904271,0.257121488,1.975111815,1.218376466,0.223080944,0.488712278
GALNT8,19.22124199,-0.253477508,1.243972805,0.233560041,0.815326552,0.97177789
TENM4,269.8632831,-0.095306773,57.82447029,-0.108140204,0.913884477,1
AC093110.1,48.31405858,0.443252975,1.672781509,1.650938009,0.098751234,0.290443034
AC097654.1,17.85715481,0.2387096,2.036210492,0.67169953,0.501775001,0.75836181
MAML2,2956.558669,-1.548472018,0.692859544,-3.626875634,0.000286871,0.001953033
GPR161,23.38688891,-0.008070032,1.601661309,0.793571454,0.427444956,0.70009533
SLC12A6,367.2871757,-0.721269078,2.277373107,-1.423395346,0.154621581,0.392292808
SLC38A1,831.7737869,2.48293794,0.655770363,13.32672325,1.61852E-40,9.40593E-39
AC005082.1,50.17327269,0.419421626,1.701673719,1.775376111,0.075835806,0.240022316
MIS18BP1,250.5617282,0.366653149,0.624076203,0.086447688,0.931110539,1
AL391883.1,56.68847094,0.220899705,2.368159305,0.515443783,0.606242944,0.833584048
AC068533.3,51.33387898,-0.230703419,1.089076196,1.556427051,0.119606577,0.332041625
TMCC3,226.7165058,-0.158481391,0.576262131,0.44012152,0.659849097,0.871756263
AL157400.3,29.22318056,-0.099482522,8.034609199,-0.181741737,0.85578541,0.99335361
ARIH2OS,38.17483595,0.140129867,15.08377439,0.140705377,0.888102697,1
NLGN4X,47.14455772,-0.1876098,7.377358349,0.116399706,0.907335768,1
STAMBPL1,62.08247912,-0.028622559,48.15634238,-0.159466444,0.873301394,1
FGD3,171.4781392,0.71999147,1.012138228,1.372113665,0.170028056,0.415782169
ZDHHC11B,19.79750832,-0.199624959,1.700448842,0.808017143,0.419080714,0.69323394
PRR5,244.6964736,0.159915142,0.173651556,-9.710787854,2.71232E-22,7.57216E-21
FPR2,22.27360873,0.462476391,2.958037266,1.466260259,0.142577398,0.372547502
SIAE,210.90311,0.612705709,1.600154707,1.658986069,0.0971186,0.287305468
TMEM233,59.83792439,0.009380937,2.008087612,0.235381161,0.813912907,0.971296655
CHCHD10,4783.604449,5.250654478,1.233296249,15.12364144,1.13111E-51,8.32963E-50
LRRC4C,105.1639801,-0.159936755,1.828939931,0.660154592,0.509154629,0.764127987
GRPEL2,68.78731117,0.388751687,1.440280085,2.362770537,0.018138897,0.076883101
CBLB,1140.298989,-0.66302551,0.688432616,-1.312676704,0.189291911,0.444414472
LRRN1,25.80194545,-1.074151523,5.246929787,0.591334366,0.554296408,0.798819457
USP51,76.97606066,0.243346032,1.197737908,3.469334785,0.000521749,0.003378061
MPND,112.5854596,1.780835513,2.293844808,3.051917198,0.002273848,0.012701687
PCAT1,815.7604579,-0.241252133,5.04105618,-3.158978576,0.001583231,0.009273486
TDRD1,13.34047356,0.051924374,2.356614954,0.298953144,0.764975797,0.940691079
LINC01116,204.634929,2.18087438,2.615344581,19.15954477,8.05749E-82,1.23382E-79
ATP5PD,2912.546027,6.142152141,2.359538294,10.87213623,1.56493E-27,5.43054E-26
GK-AS1,35.61957881,-0.049544625,1.631596145,1.410163422,0.158491434,0.398375941
TMEM158,23.68238358,0.569641683,2.35088189,0.945508338,0.344399416,0.62781957
CCNI2,20.0669994,0.251011184,1.807002989,1.72057472,0.085328024,0.262319773
BOLA3-AS1,17.51745712,0.362826695,1.795047369,1.615131589,0.106282202,0.307006277
ELOB,4732.970716,7.602558114,3.222363718,8.11672565,4.7893E-16,1.00222E-14
CLP1,54.36359093,0.344810908,1.225294903,3.975753423,7.01568E-05,0.000535022
CORO2B,79.80884448,0.131137222,0.99742124,-0.005339733,0.99573953,1
LGMN,1109.534529,2.422482616,3.777882342,7.167489233,7.63857E-13,1.31823E-11
AL589693.1,116.173091,0.339889243,1.671872604,0.297570242,0.76603119,0.941748807
IGIP,66.84859548,0.451859024,1.305410291,1.719938371,0.085443645,0.262340815
SERPINE2,477.1756055,1.394163693,3.469609978,4.06983876,4.70457E-05,0.000370792
IL34,43.4156273,-0.079692735,9.100017601,-0.04802297,0.961697936,1
IER5L,271.4043568,4.480504216,9.802955123,5.345285119,9.02748E-08,1.04548E-06
AC010538.1,19.41019608,0.099539866,1.37007646,-0.215643974,0.829265276,0.980382613
AFM,362.5330304,-0.22500743,42.93134149,-0.156396445,0.875720539,1
CX3CL1,222.5572178,1.971017309,1.643636957,4.171202647,3.02996E-05,0.000246667
TMTC1,622.6845132,-0.657171711,1.37507858,0.317425409,0.750920829,0.932560922
EFEMP1,294.812963,0.153632201,1.184520055,1.155657068,0.247821455,0.518810456
TAFA5,31.41382953,-0.118451421,1.92686407,0.692782133,0.488446286,0.747231418
RAG1,25.36282714,-0.040729127,2.152821276,-0.017924738,0.985698894,1
LRG1,30.84102672,0.458381851,2.259441869,0.000317286,0.999746842,1
ZNF408,38.36902796,0.315024805,1.523640664,1.818188618,0.069035309,0.223614437
AC005323.2,25.73170147,-0.145768537,3.131063967,0.086544934,0.931033238,1
AL590062.1,26.81364477,0.372139726,1.580661899,1.228879225,0.219117092,0.483490984
NRAD1,83.82065575,0.10540417,1.126551764,0.047345631,0.96223776,1
MRPS30-DT,91.88366416,-0.048561192,26.99845157,-0.084322896,0.932799709,1
AC008403.3,26.37264149,0.053614948,1.908120481,0.86706243,0.385907804,0.664647485
LGALSL-DT,61.64428706,-0.276758634,1.388371892,-1.43313134,0.151820307,0.386887037
TMPRSS3,30.68479638,0.363728013,0.927588855,5.357539683,8.43628E-08,9.8054E-07
APLNR,50.68183185,0.155166259,5.050356231,0.514528869,0.606882282,0.834344217
NPFF,13.07476545,0.02903008,1.716062486,1.092105641,0.27478667,0.552033946
SYTL3,913.3330007,1.579941195,2.285929878,3.692476307,0.000222081,0.001540198
AC099066.2,13.94014507,-0.189862765,4.640961037,0.435319635,0.663330435,0.873723198
SERPINB5,16.58976822,-0.00034691,32.43326023,-0.053625419,0.957233604,1
TNNI2,13.74885595,0.528560757,2.674238397,1.487835905,0.136794174,0.362841188
ZBTB3,27.35192848,0.147974327,1.553720405,1.5869717,0.112519054,0.319350196
AC005363.2,14.89227349,0.286855328,0.361394995,0,1,1
SLC22A17,131.5378238,3.047889611,1.471131405,7.101613274,1.23309E-12,2.09062E-11
MFSD9,50.46900231,0.387989243,1.525683938,1.187619178,0.234983479,0.504549637
BAIAP2-DT,52.88096333,0.538850135,1.671794323,2.938112934,0.003302167,0.017590285
LIMCH1,1478.019592,-0.562002589,0.790742036,-1.554496421,0.12006605,0.333029667
AP003469.4,12.91541631,-0.004162225,1.36673133,1.141876884,0.253505198,0.525927881
NCKIPSD,74.28919193,0.461621948,0.240917658,0,1,1
LINC02603,23.96909285,-0.518975534,1.986871605,0.647261846,0.517462491,0.770245432
PEAK1,658.6476666,-0.507720549,1.615358051,0.142881596,0.886383694,1
AL161457.2,39.10906886,-0.052121463,1.472543598,-0.11048208,0.912027061,1
SLCO4C1,327.8168295,0.152803484,0.972974087,-0.405694913,0.68496678,0.887811808
PCOLCE-AS1,13.52908779,-0.095733361,1.490539055,0.804737545,0.420971149,0.694681607
MMEL1,18.74827504,0.574781215,2.114237692,1.596779746,0.110314812,0.314781783
SPOCD1,17.47793005,0.018087502,4.842227445,-0.028897882,0.976946035,1
MYH8,90.6223661,0.516188422,2.504916925,0.778268648,0.436410654,0.707106451
MAST4,1780.820712,-0.534462919,0.234111544,-19.11725535,1.81406E-81,2.73441E-79
COCH,160.2126509,2.619286124,2.239529167,3.956486474,7.60602E-05,0.000575492
SOD2,2538.961987,1.573006585,0.405609855,17.76233747,1.38351E-70,1.53411E-68
MNS1,128.9050332,0.606021643,1.601020194,0.350231877,0.726164685,0.915487548
SVOPL,113.8472827,0.137598111,1.430973584,-1.713885817,0.086549698,0.264977766
EEPD1,188.2089143,-0.038825085,50.00595605,-0.062299818,0.950324073,1
PLB1,70.88023781,0.161779928,1.475169908,1.770741641,0.076603674,0.241659793
WT1-AS,34.95396077,-0.311644595,8.793223475,0.116697221,0.907099993,1
LINC02672,251.59371,3.569500186,2.437158547,4.4831539,7.35478E-06,6.66212E-05
FZD1,103.2939035,3.538627546,1.696538818,4.066145515,4.77971E-05,0.000376407
GUCA1B,19.79787035,-0.112686507,2.585727131,0.478117325,0.632566702,0.851214128
SIPA1L1,1375.22921,-0.550359808,1.521766535,-1.199953209,0.230157513,0.498502364
PSMB10,467.7868708,5.619273158,2.716875772,6.749003467,1.48864E-11,2.32754E-10
AP000779.1,28.9747014,-0.471348761,1.675919811,1.722563591,0.084967474,0.261628222
PCDH12,48.37020621,0.323455987,1.68262803,1.379137171,0.167852465,0.412553562
PMFBP1,17.00345219,-0.165985044,1.482999966,0.428252772,0.668467099,0.877091779
AC116345.3,92.9621232,-0.227354597,1.97876374,0.768030672,0.442468963,0.711545991
AC135178.4,26.92448791,0.09500465,1.884118389,1.011750107,0.311657551,0.591959125
RHEX,1115.167105,-1.146347528,9.804149056,-1.312020038,0.189513374,0.444826159
JAM2,118.9593296,0.474334894,1.451546689,1.078693045,0.280724587,0.559304026
AC016383.2,51.79487223,-0.70457659,8.066937214,0.202760967,0.839321868,0.986204716
EPHB2,80.38132642,0.071520457,1.013965371,-1.707415475,0.087744856,0.267779693
AL034417.4,13.22209879,-0.062555975,1.506302047,0.869327851,0.384667834,0.663539102
MROH6,22.06515425,0.26433729,1.433209252,1.489142975,0.136449723,0.362126679
GDPD3,175.0642067,-0.505647374,2.290218466,2.129572597,0.033206915,0.126021681
ASMTL-AS1,65.03349713,0.059091713,1.256005782,-1.226350524,0.220066796,0.48469963
AC124254.2,14.16283353,-0.29683451,7.049286085,0.362823916,0.716736425,0.909494719
TSTA3,293.1105507,4.006248741,2.664747581,5.408919517,6.34061E-08,7.51448E-07
SYTL2,627.3422742,0.430971638,0.622568035,-1.84759819,0.064660492,0.2129379
AC093673.1,67.42756801,5.302599274,2.655445655,5.097077549,3.44937E-07,3.68506E-06
IGFBP4,1437.529929,2.351967905,1.845220085,6.164056509,7.09046E-10,1.00296E-08
SLA,275.057287,2.710588158,3.680282381,2.151139298,0.031465206,0.120597873
AC034102.5,28.29918798,0.196959764,1.514298539,1.103676357,0.269733555,0.545748352
GAN,242.787378,-0.438464368,2.318626678,-0.205904909,0.836865191,0.984181214
AL596214.1,24.80805552,0.140821035,1.102944075,0.226192164,0.821051965,0.975454225
PPDPF,6239.533212,7.446331971,2.478756473,9.808451209,1.03546E-22,2.99971E-21
THRB-AS1,97.2272758,-0.040784573,14.02686782,0.019739169,0.984251444,1
DBNDD2,227.3591926,4.75592989,2.029612667,6.832573002,8.34049E-12,1.32555E-10
SERPINF2,247.6027794,0.464482316,2.165021435,1.463523759,0.143324117,0.373815833
LTK,20.74690693,-0.063516507,1.799755675,1.195189087,0.232013161,0.500860408
AC126121.3,33.60217392,-0.004180398,1.853429691,0.882706763,0.377394727,0.658359301
LINC01378,13.9767446,-0.106984256,2.294362106,0.520702052,0.602574344,0.831502603
FMO5,266.2025226,-0.013983764,1.272431684,0.300325488,0.763928894,0.93997827
DACH2,94.30944646,-1.849185254,3.169739462,-1.089142378,0.276091104,0.553731993
ITGBL1,38.68524224,-0.375223173,3.984960417,1.330565848,0.183331906,0.435528462
RHBDL2,54.81117013,-0.370246483,1.631964698,0.358726135,0.719799975,0.91139051
PPP1CB,467.927533,-0.036834908,41.71617472,-0.028442561,0.977309179,1
